Product Name,Store,Min Price,Weight_g,Price per Gram,Category,usda_match,match_confidence,Energy (kcal),Protein (g),Healthy Fats (g),Unhealthy Fats (g),"Carbohydrate, by difference (g)","Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Potassium, K (mg)","Sodium, Na (mg)",Vitamin C (mg),"Vitamin A, RAE (µg)",Vitamin D (D2 + D3) (µg),"Sugars, Total (g)",Cholesterol (mg)
Panaluu Taro Sweet Bread - 24 Oz,Safeway,7.79,680.39,0.01144935,bread-bakery,Sweetbreads,90.9,124.0,22.5,1.208,0.935,0.0,0.0,4.0,1.23,432.0,366.0,39.1,0.0,0.0,0.0,347.0
Sara Lee White Made with Whole Grain Bread - 20 Oz,Safeway,9.49,566.99,0.01673751,bread-bakery,"Bread, whole grain white",100.0,238.0,10.7,1.366,0.63,43.9,9.2,684.0,4.89,127.0,450.0,0.0,0.0,0.0,5.0,0.0
Punaluu Bread Guava - 24 Oz,Safeway,7.79,680.39,0.01144935,bread-bakery,"Bread, egg",77.8,287.0,9.5,3.41,1.59,47.8,2.3,93.0,3.04,115.0,380.0,0.0,63.0,0.4,1.78,51.0
La Tour Poi Sourdough Bread - 22 OZ,Safeway,7.49,623.69,0.01200919,bread-bakery,"Roll, sour dough",80.0,272.0,10.8,1.217,0.529,51.9,2.2,52.0,3.91,117.0,602.0,0.0,0.0,0.0,4.62,0.0
Oven Joy Bread Enriched Wheat - 22 Oz,Safeway,4.99,623.69,0.00800078,bread-bakery,"Bread, wheat",100.0,274.0,10.7,2.232,0.73,47.5,4.0,125.0,3.6,141.0,473.0,0.2,0.0,0.0,5.73,0.0
Schar Bread Artisan Baker Gluten Free Multigrain - 14.1 Oz,Safeway,7.99,399.73,0.01998859,bread-bakery,"Bread, multigrain",100.0,265.0,13.4,2.63,0.872,43.3,7.4,103.0,2.5,230.0,360.0,0.1,0.0,0.0,6.39,0.0
Schar Rolls Hot Dog Gluten Free 4 Count - 8 Oz,Safeway,6.79,226.8,0.0299388,bread-bakery,"Hot dog, reduced fat",100.0,216.0,13.8,8.269,6.5,5.1,0.0,16.0,1.17,203.0,615.0,0.2,0.0,0.5,0.0,52.0
Rosarita Traditional Refried Beans - 16 Oz,Safeway,1.99,453.59,0.0043872,canned-goods-soups,Refried beans,100.0,90.0,4.98,1.144,0.631,13.6,3.7,29.0,1.44,319.0,370.0,5.7,0.0,0.0,0.54,0.0
Hormel Chili with Beans - 15 Oz,Safeway,3.99,425.24,0.00938288,canned-goods-soups,"Chili with beans, canned",82.1,103.0,6.12,1.849,1.13,13.2,3.3,47.0,3.43,365.0,423.0,1.7,17.0,0.0,1.65,17.0
RO-TEL Original Diced Tomatoes And Green Chilies - 10 Oz,Safeway,2.49,283.5,0.00878322,canned-goods-soups,"Tomatoes, green, raw",100.0,23.0,1.2,0.111,0.028,5.1,1.1,13.0,0.51,204.0,13.0,23.4,32.0,0.0,4.0,0.0
Bush's Original Baked Beans - 28 Oz,Safeway,4.99,793.79,0.00628633,canned-goods-soups,Baked beans,100.0,105.0,4.52,0.622,0.231,21.6,4.4,39.0,1.4,231.0,391.0,0.0,1.0,0.0,8.23,7.0
SPAM Classic - 12 Oz,Safeway,3.5,340.19,0.01028825,canned-goods-soups,Spam,100.0,315.0,13.4,15.52,9.99,4.6,0.0,0.0,0.64,409.0,1410.0,0.0,0.0,0.6,0.0,71.0
Campbell's Condensed Tomato Soup - 10.75 Oz,Safeway,2.79,304.76,0.00915483,canned-goods-soups,"CAMPBELL'S, Tomato Soup, condensed",100.0,71.0,1.46,0.0,0.0,15.2,1.1,13.0,0.59,562.0,377.0,4.8,,,8.23,0.0
Campbell's SpaghettiOs Canned Pasta with Chicken Meatballs - 15.6 Oz,Safeway,3.79,442.25,0.00856977,canned-goods-soups,"Stew, chicken, with pasta",87.8,108.0,10.2,1.507,0.682,10.8,1.1,10.0,0.67,182.0,301.0,3.5,68.0,0.0,0.92,37.0
Van Camp's Pork And Beans Canned Beans - 15 Oz,Safeway,2.49,425.24,0.00585548,canned-goods-soups,Pork and beans,100.0,105.0,4.52,0.622,0.231,21.6,4.4,39.0,1.4,231.0,391.0,0.0,1.0,0.0,8.23,7.0
Swanson Beef Broth - 32 Oz,Safeway,5.99,907.18,0.00660285,canned-goods-soups,"Soup, SWANSON, beef broth, lower sodium",100.0,6.0,1.2,0.014,0.033,0.21,,2.0,0.04,23.0,180.0,,0.0,,0.2,0.0
Del Monte Fruit Cup Snacks Variety Pack with No Added Sugar - 12-4 Oz,Safeway,11.99,113.4,0.10573379,canned-goods-soups,"Frozen fruit juice bar, no sugar added",80.0,30.0,0.12,0.003,0.0,7.35,0.1,0.0,0.62,15.0,9.0,10.3,0.0,0.0,3.12,0.0
Progresso Rich & Hearty Soup Chicken & Homestyle Noodles - 19 Oz,Safeway,4.99,538.64,0.00926406,canned-goods-soups,"Rice noodles, cooked",85.7,108.0,1.79,0.049,0.023,24.0,1.0,4.0,0.14,4.0,19.0,0.0,0.0,0.0,0.03,0.0
Hormel Chili No Beans Can - 15 Oz,Safeway,4.99,425.24,0.01173448,canned-goods-soups,"Chili, no beans, canned entree",83.7,118.0,7.53,2.971,2.26,6.1,0.5,30.0,2.01,185.0,411.0,1.8,14.0,0.1,1.1,21.0
Campbell's Chunky Classic Chicken Noodle Soup - 18.6 Oz,Safeway,4.99,527.3,0.00946329,canned-goods-soups,"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",100.0,47.0,3.41,0.0,0.408,5.41,1.0,11.0,0.34,90.0,325.0,0.0,,,0.41,8.0
SPAM Classic 25% Less Sodium - 12 Oz,Safeway,3.5,340.19,0.01028825,canned-goods-soups,Spam,100.0,315.0,13.4,15.52,9.99,4.6,0.0,0.0,0.64,409.0,1410.0,0.0,0.0,0.6,0.0,71.0
Campbell's Condensed Cream of Mushroom Soup With Roasted Garlic - 10.5 Oz,Safeway,3.49,297.67,0.0117244,canned-goods-soups,"CAMPBELL'S, Cream of Mushroom Soup, condensed",100.0,81.0,1.29,4.44,0.971,6.59,0.6,8.0,0.16,67.0,697.0,0.5,,0.2,0.4,0.0
Bush's Maple And Cured Bacon Baked Beans - 28 Oz,Safeway,4.99,793.79,0.00628633,canned-goods-soups,"Pork, cured, bacon, cooked, baked",87.2,548.0,35.7,23.96,14.2,1.35,0.0,10.0,1.49,539.0,2190.0,0.0,11.0,,0.0,107.0
Dennison's Chunky Chili Con Carne With Beans - 15 Oz,Safeway,2.5,425.24,0.005879,canned-goods-soups,"Chili with beans, canned",82.1,103.0,6.12,1.849,1.13,13.2,3.3,47.0,3.43,365.0,423.0,1.7,17.0,0.0,1.65,17.0
Campbell's Chunky Steak and Potato Soup - 18.8 Oz,Safeway,4.99,532.97,0.00936262,canned-goods-soups,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",88.0,65.0,1.16,2.574,1.64,5.2,0.3,15.0,0.16,73.0,416.0,4.0,19.0,0.0,0.64,7.0
Bush's Maple And Cured Bacon Baked Beans - 16 Oz,Safeway,3.99,453.59,0.00879645,canned-goods-soups,"Pork, cured, bacon, cooked, baked",87.2,548.0,35.7,23.96,14.2,1.35,0.0,10.0,1.49,539.0,2190.0,0.0,11.0,,0.0,107.0
StarKist Tuna Salad Ready-To-Eat Original Deli Style Box - 3.28 Oz,Safeway,2.49,92.99,0.02677812,canned-goods-soups,"Fish, tuna salad",86.7,187.0,16.0,7.01,1.54,9.41,0.0,17.0,1.0,178.0,402.0,2.2,24.0,,,13.0
Bellino Filet of Anchovies Olive Oil and Salt - 4.25 Oz,Safeway,8.79,120.49,0.07295491,canned-goods-soups,Olive oil,100.0,900.0,0.0,77.87,15.5,0.0,0.0,1.0,0.56,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Signature SELECT Diced Petite Tomatoes - 14.5 Oz,Safeway,2.0,411.07,0.00486538,canned-goods-soups,"Tomatoes, fresh, cooked",100.0,50.0,1.08,2.18,0.867,4.71,1.5,13.0,0.33,287.0,157.0,15.8,62.0,0.0,3.19,3.0
Geisha Oysters Smoked Fancy in Cottonseed Oil - 3.75 Oz,Safeway,6.99,106.31,0.06575072,canned-goods-soups,"Oysters, raw",100.0,51.0,5.71,0.781,0.474,2.72,0.0,59.0,4.61,156.0,85.0,0.0,13.0,0.0,0.62,40.0
Campbell's Chunky Chicken Corn Chowder Soup - 18.8 Oz,Safeway,4.99,532.97,0.00936262,canned-goods-soups,"Soup, chicken corn chowder, chunky, ready-to-serve, single brand",100.0,99.0,3.1,3.17,1.75,7.5,0.9,,,,299.0,,58.0,,,11.0
Mezzetta In The Napa Valley Artichoke Hearts Whole - 6.7 Oz,Safeway,4.29,189.94,0.02258588,canned-goods-soups,Artichoke,100.0,53.0,2.89,0.156,0.079,12.0,5.7,21.0,0.61,286.0,60.0,7.4,1.0,0.0,0.99,0.0
RO-TEL Mild Diced Tomatoes And Green Chilies - 10 Oz,Safeway,2.49,283.5,0.00878322,canned-goods-soups,"Tomatoes, green, raw",100.0,23.0,1.2,0.111,0.028,5.1,1.1,13.0,0.51,204.0,13.0,23.4,32.0,0.0,4.0,0.0
Del Monte Fresh Cut Sweet Peas - 15 Oz,Safeway,3.99,425.24,0.00938288,canned-goods-soups,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",83.3,,4.73,0.0,0.0,12.7,,28.2,1.14,109.0,207.0,,,,,
Del Monte Fresh Cut Golden Sweet Corn Cream Style - 14.75 Oz,Safeway,3.99,418.16,0.00954191,canned-goods-soups,"Corn, creamed",83.3,72.0,1.74,0.321,0.065,18.1,1.2,3.0,0.38,134.0,261.0,4.1,4.0,0.0,3.23,0.0
Signature SELECT Pear Slices Bartlett in 100% Pear Juice - 15 Oz,Safeway,2.49,425.24,0.00585548,canned-goods-soups,"Pears, raw, bartlett",78.6,57.0,0.38,0.0,0.0,15.1,3.1,8.0,0.17,87.0,7.0,4.4,1.0,,,
Del Monte Fresh Cut Blue Lake Cut Green Beans No Salt Added - 14.5 Oz,Safeway,3.99,411.07,0.00970643,canned-goods-soups,"Green beans, fresh, cooked, no added fat",90.9,42.0,2.05,0.127,0.052,7.7,3.1,42.0,0.68,301.0,121.0,10.8,35.0,0.0,2.42,0.0
StarKist Tuna Creations Bold Hot Buffalo Style - 2.6 Oz,Safeway,1.67,73.71,0.02265676,canned-goods-soups,Buffalo sauce,76.9,11.0,1.21,0.434,0.1,0.75,0.6,14.0,1.09,120.0,2920.0,4.2,77.0,0.0,0.12,0.0
Hormel Compleats Microwave Meals Homestyle Chicken Breast & Gravy with Mashed Potatoes - 10 Oz,Safeway,4.99,283.5,0.01760172,canned-goods-soups,Chicken or turkey and potatoes with gravy,79.4,122.0,7.47,4.7,1.01,9.04,0.9,11.0,0.66,239.0,428.0,6.1,2.0,0.0,0.57,26.0
S&W Premium Crushed Italian Recipe Tomatoes with Oregano & Basil - 28 Oz,Safeway,5.49,793.79,0.00691622,canned-goods-soups,"Tomatoes, crushed, canned",82.1,,1.44,0.0,0.0,7.14,1.94,19.2,2.27,346.0,140.0,9.1,,,,
Campbell's Condensed French Onion Soup - 10.5 Oz,Safeway,3.49,297.67,0.0117244,canned-goods-soups,"Soup, French onion",100.0,108.0,5.45,1.785,2.37,11.8,1.1,138.0,0.67,93.0,378.0,2.9,32.0,0.1,2.49,13.0
Campbell's Chunky Old Fashioned Vegetable Beef Soup - 18.8 Oz,Safeway,4.99,532.97,0.00936262,canned-goods-soups,"CAMPBELL'S CHUNKY, Old Fashioned Vegetable Beef Soup",100.0,49.0,3.16,0.0,0.408,6.24,1.3,17.0,0.54,163.0,346.0,0.0,,,1.15,6.0
La Choy Chow Mein Noodles - 5 Oz,Safeway,2.79,141.75,0.01968289,canned-goods-soups,"Noodles, chinese, chow mein",100.0,471.0,10.9,12.5,6.74,63.6,6.7,0.0,6.43,103.0,866.0,0.0,0.0,0.0,0.0,0.0
Bush's Garbanzo Beans - 16 Oz,Safeway,2.0,453.59,0.00440925,canned-goods-soups,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",76.2,,7.02,0.0,0.0,20.3,,40.5,1.04,137.0,202.0,,,,,
Campbell's Condensed Golden Mushroom Soup - 10.5 Oz,Safeway,3.49,297.67,0.0117244,canned-goods-soups,"Soup, mushroom barley, canned, condensed",86.8,61.0,1.5,1.37,0.35,9.6,,10.0,0.4,76.0,573.0,0.0,8.0,,,0.0
"Wendy's Chili No Beans, Canned Chili, 15 Oz - 15 OZ",Safeway,7.99,425.24,0.01878928,canned-goods-soups,"Chili with beans, canned",87.8,103.0,6.12,1.849,1.13,13.2,3.3,47.0,3.43,365.0,423.0,1.7,17.0,0.0,1.65,17.0
Hormel Chili No Beans - 10.5 Oz,Safeway,3.99,297.67,0.01340412,canned-goods-soups,"Chili, no beans, canned entree",80.0,118.0,7.53,2.971,2.26,6.1,0.5,30.0,2.01,185.0,411.0,1.8,14.0,0.1,1.1,21.0
Glory Foods Seasoned Southern Style Greens Collard - 27 Oz,Safeway,7.99,765.44,0.01043849,canned-goods-soups,Lard,100.0,902.0,0.0,56.3,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,95.0
Tree Top Apple Sauce Original Cups - 6-4 Oz,Safeway,3.5,113.4,0.03086474,canned-goods-soups,"Sauce, barbecue, KRAFT, original",75.7,172.0,0.74,0.174,0.038,40.8,0.4,47.0,0.79,247.0,1240.0,0.2,10.0,,32.3,
Dennison's No Bean Chili Con Carne - 15 Oz,Safeway,4.99,425.24,0.01173448,canned-goods-soups,Bean chips,80.0,448.0,14.6,17.18,2.96,53.1,9.7,36.0,4.01,547.0,410.0,1.7,1.0,0.0,1.08,0.0
Underwood Spread Premium Deviled Ham - 4.25 Oz,Safeway,5.49,120.49,0.0455657,canned-goods-soups,Ham salad spread,76.9,216.0,8.68,9.86,5.05,10.6,0.0,8.0,0.59,150.0,1080.0,0.0,0.0,0.7,0.0,37.0
Nongshim Kimchi Noodle Bowl - 3.03 Oz,Safeway,2.25,85.9,0.02619356,canned-goods-soups,"Noodles, cooked",85.7,137.0,4.51,1.127,0.417,25.0,1.2,12.0,1.46,38.0,236.0,0.0,6.0,0.1,0.4,29.0
Hunt's Tomato Paste - 6 Oz,Safeway,1.99,170.1,0.01169921,canned-goods-soups,"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",77.4,82.0,4.32,0.227,0.1,18.9,4.1,36.0,2.98,1010.0,59.0,21.9,76.0,0.0,12.2,0.0
Dinty Moore Beef Stew - 9 Oz,Safeway,4.99,255.15,0.01955747,canned-goods-soups,"Stew, beef",100.0,107.0,8.76,2.4090000000000003,1.93,6.29,1.3,17.0,0.97,254.0,307.0,7.0,130.0,0.0,1.57,27.0
Progresso Rich & Hearty Soup Beef Pot Roast with Country Vegetables - 18.5 Oz,Safeway,4.99,524.47,0.00951444,canned-goods-soups,"Beef, for use with vegetables",83.3,191.0,32.4,3.95,2.8,0.0,0.0,16.0,2.96,319.0,67.0,0.0,2.0,0.1,0.0,99.0
Maruchan Instant Lunch Ramen Noodle Soup Chicken Flavor - 6-2.25 Oz,Safeway,4.99,63.79,0.07822987,canned-goods-soups,"Soup, chicken noodle",100.0,53.0,3.84,0.891,0.323,6.21,0.7,10.0,0.38,108.0,248.0,3.7,29.0,0.0,0.81,17.0
Lipton Recipe Secrets Recipe Soup & Dip Mix Beefy Onion 2 Count - 2.2 Oz,Safeway,2.49,62.37,0.03992374,canned-goods-soups,"Soup, onion, dry, mix",87.5,293.0,7.48,0.231,0.089,65.1,6.6,143.0,1.25,721.0,8030.0,3.4,1.0,0.0,4.65,0.0
Campbell's Condensed Chicken and Stars Soup - 10.5 Oz,Safeway,3.49,297.67,0.0117244,canned-goods-soups,"CAMPBELL'S, Chicken Noodle Soup, condensed",86.3,47.0,2.37,0.869,0.395,5.97,,6.0,0.69,44.0,683.0,,,,0.0,8.0
Bear Creek Creamy Potato Soup Mix - 10.5 Oz,Safeway,4.99,297.67,0.01676354,canned-goods-soups,"Soup, potato",100.0,90.0,1.51,1.336,2.48,10.5,1.2,15.0,0.34,227.0,240.0,7.1,60.0,0.2,1.01,12.0
Princella Potatoes Cut Yams In Light Syrup Cut Sweet Potatoes - 29 Oz,Safeway,7.49,822.14,0.00911042,canned-goods-soups,"Sweet potato fries, frozen",87.5,192.0,2.27,6.91,1.22,37.4,6.0,55.0,0.81,431.0,154.0,7.5,457.0,0.0,13.6,0.0
Campbell's Condensed Beef Consomme - 10.5 Oz,Safeway,3.49,297.67,0.0117244,canned-goods-soups,"Soup, beef broth bouillon and consomme, canned, condensed",100.0,11.0,2.52,0.0,0.0,0.32,0.0,7.0,0.43,125.0,694.0,0.7,0.0,,0.0,0.0
Signature SELECT Tomato Paste - 6 Oz,Safeway,1.99,170.1,0.01169921,canned-goods-soups,Sweet potato paste,77.8,305.0,0.49,0.004,0.006,75.1,0.9,8.0,0.16,153.0,1.0,3.9,210.0,0.0,71.8,0.0
Motts Applesauce Mango Peach Cups - 6-4 Oz,Safeway,5.49,113.4,0.04841355,canned-goods-soups,"Cookie, applesauce",74.1,450.0,6.2,12.54,4.52,68.7,2.8,37.0,2.58,142.0,520.0,0.5,5.0,0.0,24.7,0.0
Campbell's Condensed Cream of Chicken Soup - 10.5 Oz,Safeway,3.49,297.67,0.0117244,canned-goods-soups,"Soup, cream of chicken, canned, condensed",100.0,90.0,2.38,3.12,1.7,7.16,0.0,14.0,1.06,49.0,702.0,0.1,43.0,0.0,0.54,8.0
Dennison's Original Chili Con Carne With Beans - 15 Oz,Safeway,2.5,425.24,0.005879,canned-goods-soups,"Chili with beans, canned",82.1,103.0,6.12,1.849,1.13,13.2,3.3,47.0,3.43,365.0,423.0,1.7,17.0,0.0,1.65,17.0
Rao's Chicken And Orzo Soup 15.7oz - 5.89 OZ,Safeway,7.99,445.09,0.01795154,canned-goods-soups,"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",74.4,187.0,9.41,7.77,4.49,6.76,0.6,63.0,0.63,187.0,428.0,2.6,246.0,1.0,2.57,79.0
Bumble Bee Clams Baby Fancy Whole - 10 Oz,Safeway,5.99,283.5,0.02112912,canned-goods-soups,"Clams, raw",100.0,86.0,14.7,0.312,0.187,3.57,0.0,39.0,1.62,46.0,56.0,0.0,90.0,0.0,0.0,30.0
StarKist Tuna Salad Ready-To-Eat Original Deli Style - 3 Oz,Safeway,1.67,85.05,0.01963585,canned-goods-soups,"Fish, tuna salad",86.7,187.0,16.0,7.01,1.54,9.41,0.0,17.0,1.0,178.0,402.0,2.2,24.0,,,13.0
Signature SELECT Tomato Sauce - 15 Oz,Safeway,2.0,425.24,0.0047032,canned-goods-soups,Tomato chili sauce,80.0,92.0,2.5,0.192,0.045,19.8,2.4,20.0,0.8,370.0,1340.0,16.0,34.0,0.0,13.3,0.0
Maria Hearts Of Palm - 14.5 Oz,Safeway,8.49,411.07,0.02065353,canned-goods-soups,"Hearts of palm, raw",100.0,115.0,2.7,0.094,0.046,25.6,1.5,18.0,1.69,1810.0,14.0,8.0,3.0,0.0,17.2,0.0
Knorr Bouillon Granulated Chicken Jar - 7.9 Oz,Safeway,3.5,223.96,0.01562772,canned-goods-soups,"Sugars, granulated",74.1,385.0,0.0,0.0,0.0,99.6,,1.0,0.05,2.0,1.0,,,,,
Dennison's Hot Chili Con Carne With Beans - 15 Oz,Safeway,2.5,425.24,0.005879,canned-goods-soups,"Chili with beans, canned",82.1,103.0,6.12,1.849,1.13,13.2,3.3,47.0,3.43,365.0,423.0,1.7,17.0,0.0,1.65,17.0
Signature SELECT Sliced Stewed Tomatoes - 14.5 Oz,Safeway,2.0,411.07,0.00486538,canned-goods-soups,"Tomatoes, fresh, cooked",100.0,50.0,1.08,2.18,0.867,4.71,1.5,13.0,0.33,287.0,157.0,15.8,62.0,0.0,3.19,3.0
Bear Creek Dry Minestrone Soup Mix - 8.4 Oz,Safeway,4.99,238.14,0.02095443,canned-goods-soups,"Soup, minestrone",100.0,40.0,1.71,0.3359999999999999,0.072,7.3,1.5,13.0,0.48,147.0,241.0,5.9,31.0,0.0,1.04,0.0
Hunt's Tomato Sauce With Basil Garlic And Oregano - 8 Oz,Safeway,1.67,226.8,0.00736345,canned-goods-soups,Garlic sauce,100.0,683.0,1.43,17.49,41.0,2.87,0.3,37.0,0.22,61.0,473.0,1.0,682.0,0.4,0.62,212.0
Bush's Bluey Baked Beans 15.8 Oz - 15.8 OZ,Safeway,4.49,447.92,0.01002406,canned-goods-soups,Baked beans,100.0,105.0,4.52,0.622,0.231,21.6,4.4,39.0,1.4,231.0,391.0,0.0,1.0,0.0,8.23,7.0
Chef Boyardee Spaghetti And Meatballs - 14.5 Oz,Safeway,2.99,411.07,0.00727374,canned-goods-soups,"DENNY'S, spaghetti and meatballs",89.7,170.0,7.84,4.8100000000000005,3.317,15.5,1.5,45.0,1.29,206.0,351.0,0.9,28.0,,2.03,19.0
Amy's Thai Coconut Soup - 14.1 Oz,Safeway,5.49,399.73,0.01373434,canned-goods-soups,"SMART SOUP, Thai Coconut Curry",100.0,36.0,0.8,0.0,0.35,6.5,1.0,19.0,0.0,,141.0,0.0,,,3.7,0.0
Campbell's Chunky Manhattan Clam Chowder - 18.8 Oz,Safeway,4.99,532.97,0.00936262,canned-goods-soups,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",100.0,56.0,3.02,0.4599999999999999,0.88,7.84,1.2,28.0,1.1,160.0,417.0,5.1,70.0,0.0,1.67,6.0
Rosarita Restaurant Style Refried Beans - 16 Oz,Safeway,1.99,453.59,0.0043872,canned-goods-soups,Refried beans,100.0,90.0,4.98,1.144,0.631,13.6,3.7,29.0,1.44,319.0,370.0,5.7,0.0,0.0,0.54,0.0
Campbell's Condensed Chicken Noodle Soup - 10.75 Oz,Safeway,2.79,304.76,0.00915483,canned-goods-soups,"CAMPBELL'S, Chicken Noodle Soup, condensed",100.0,47.0,2.37,0.869,0.395,5.97,,6.0,0.69,44.0,683.0,,,,0.0,8.0
Maruchan Instant Lunch Ramen Noodle Soup Beef Flavor - 6-2.25 Oz,Safeway,4.99,63.79,0.07822987,canned-goods-soups,"Soup, beef",100.0,47.0,3.28,1.073,0.693,4.04,0.8,12.0,0.4,152.0,249.0,6.8,33.0,0.0,1.1,9.0
Hereford Roast Beef With Gravy - 12 Oz,Safeway,10.99,340.19,0.0323051,canned-goods-soups,Beef with gravy,100.0,156.0,21.6,3.357,2.57,1.58,0.0,8.0,1.79,188.0,360.0,0.0,0.0,0.1,0.09,64.0
Campbell's Chunky New England Clam Chowder - 18.8 Oz,Safeway,4.99,532.97,0.00936262,canned-goods-soups,"CAMPBELL'S CHUNKY, New England Clam Chowder",100.0,81.0,2.46,0.0,0.0,9.01,1.2,12.0,0.55,115.0,353.0,0.4,,,0.0,4.0
Nissin Top Ramen Hot Pot Fusions Japanese Tonkotsu Garlic Pork - 4.8 OZ,Safeway,3.29,136.08,0.02417738,canned-goods-soups,"Persimmons, japanese, raw",73.7,70.0,0.58,0.0799999999999999,0.02,18.6,3.6,8.0,0.15,161.0,1.0,7.5,81.0,0.0,12.5,0.0
Progresso Rich And Hearty Italian Sausage Potato Soup - 18.5 Oz,Safeway,4.99,524.47,0.00951444,canned-goods-soups,Italian sausage,100.0,317.0,18.2,16.56,9.15,2.15,0.0,12.0,1.29,310.0,766.0,0.0,22.0,1.0,1.46,80.0
Wang Korean Style Starch Noodle Vermicelli - 12 Oz,Safeway,4.99,340.19,0.0146681,canned-goods-soups,"Noodles, cooked",85.7,137.0,4.51,1.127,0.417,25.0,1.2,12.0,1.46,38.0,236.0,0.0,6.0,0.1,0.4,29.0
Mutti Tomato Puree Passata - 24.5 Oz,Safeway,7.49,694.56,0.01078376,canned-goods-soups,"Tomato, puree, canned",77.4,,1.58,0.0,0.0,8.04,1.97,17.6,1.24,416.0,29.4,10.4,,,,
Spaghett Os Original Pokemon Shapes Canned Pasta 15.8 Oz - 15.8OZ,Safeway,2.99,447.92,0.00667527,canned-goods-soups,Flavored pasta,72.7,87.0,2.47,1.712,0.436,14.4,0.4,6.0,0.41,21.0,174.0,0.4,19.0,0.1,0.99,0.0
Del Monte Yellow Cling Peach Chunks in Heavy Syrup - 15.25 Oz,Safeway,3.69,432.33,0.00853515,canned-goods-soups,"Peach, canned, in syrup",80.0,54.0,0.4,0.045,0.006,13.6,1.2,2.0,0.3,91.0,3.0,2.7,25.0,0.0,12.4,0.0
Maruchan Instant Lunch Ramen Noodle Soup with Shrimp - 12-2.25 Oz,Safeway,9.99,63.79,0.15661652,canned-goods-soups,"Egg roll, with shrimp",75.0,258.0,6.68,10.6,2.01,27.1,2.0,49.0,1.7,202.0,440.0,5.7,48.0,0.0,5.07,15.0
BUSH'S BEST Honey Sweet Baked Beans - 28 Oz,Safeway,4.99,793.79,0.00628633,canned-goods-soups,Baked beans,100.0,105.0,4.52,0.622,0.231,21.6,4.4,39.0,1.4,231.0,391.0,0.0,1.0,0.0,8.23,7.0
SPAM Classic Lite - 12 Oz,Safeway,3.5,340.19,0.01028825,canned-goods-soups,Spam,100.0,315.0,13.4,15.52,9.99,4.6,0.0,0.0,0.64,409.0,1410.0,0.0,0.0,0.6,0.0,71.0
Signature SELECT Soup Condensed Chicken Noodle - 10.5 Oz,Safeway,2.0,297.67,0.00671886,canned-goods-soups,"CAMPBELL'S, Chicken Noodle Soup, condensed",100.0,47.0,2.37,0.869,0.395,5.97,,6.0,0.69,44.0,683.0,,,,0.0,8.0
Nongshim Bowl Noodles - 9.73 Oz,Safeway,7.49,275.84,0.02715336,canned-goods-soups,"Noodles, cooked",100.0,137.0,4.51,1.127,0.417,25.0,1.2,12.0,1.46,38.0,236.0,0.0,6.0,0.1,0.4,29.0
Stagg Chili With Beans Turkey Ranchero 97% Fat Free - 15 Oz,Safeway,7.49,425.24,0.01761348,canned-goods-soups,"Chili with beans, canned",82.1,103.0,6.12,1.849,1.13,13.2,3.3,47.0,3.43,365.0,423.0,1.7,17.0,0.0,1.65,17.0
Stagg Chili With Beans Country Brand Mild - 15 Oz,Safeway,7.49,425.24,0.01761348,canned-goods-soups,"Chili with beans, canned",82.6,103.0,6.12,1.849,1.13,13.2,3.3,47.0,3.43,365.0,423.0,1.7,17.0,0.0,1.65,17.0
Motts Applesauce Cinnamon Jar - 24 Oz,Safeway,3.79,680.39,0.00557035,canned-goods-soups,"Cookie, applesauce",74.1,450.0,6.2,12.54,4.52,68.7,2.8,37.0,2.58,142.0,520.0,0.5,5.0,0.0,24.7,0.0
Rosarita Spicy Jalapeno Refried Beans - 16 Oz,Safeway,1.99,453.59,0.0043872,canned-goods-soups,Refried beans,100.0,90.0,4.98,1.144,0.631,13.6,3.7,29.0,1.44,319.0,370.0,5.7,0.0,0.0,0.54,0.0
Stagg Chili With Beans Laredo - 15 Oz,Safeway,7.49,425.24,0.01761348,canned-goods-soups,"Chili with beans, canned",87.0,103.0,6.12,1.849,1.13,13.2,3.3,47.0,3.43,365.0,423.0,1.7,17.0,0.0,1.65,17.0
Glory Foods Sensibly Seasoned Collard Greens - 14.5 Oz,Safeway,5.59,411.07,0.01359873,canned-goods-soups,Lard,100.0,902.0,0.0,56.3,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,95.0
Delicious Instant Wonton Ramen Noodle Soup - Plump Wontons And Ramen Noodles In Flavorful Broth. - 3.69 OZ,Safeway,2.5,104.61,0.02389837,canned-goods-soups,"Noodles, cooked",100.0,137.0,4.51,1.127,0.417,25.0,1.2,12.0,1.46,38.0,236.0,0.0,6.0,0.1,0.4,29.0
